record_id,snapshot_date,facility_id,facility_type,department,item_id,item_category,item_subcategory,criticality_level,unit_of_measure,shelf_life_days,avg_daily_usage_last_30d,avg_daily_usage_last_90d,usage_cv_last_90d,demand_trend,seasonal_demand_factor,recent_usage_spike,current_stock_on_hand,safety_stock_level,days_of_supply_on_hand,stock_as_pct_of_safety_level,reorder_point_days,days_until_next_scheduled_order,primary_vendor_id,vendor_reliability_score,contracted_lead_time_days,actual_avg_lead_time_last_6m,lead_time_variability_days,active_po_in_transit,backorder_frequency_last_12m,sole_source_item,substitution_available,facility_census_pct,pandemic_or_surge_flag,days_since_last_stockout,stockout_event
SC00000091,2022-02-17,FAC0068,Acute Care Hospital,Pharmacy,ITEM00307,Lab Consumables,Reagents & Test Kits,High,Vial,272,14.3,13.0,0.35,Stable,0.87,No,11,136,0.8,8.1,12.0,7,VND018,3.0,4,5.1,4.9,Yes,0,No,No,73.9,No,25,0
SC00000092,2022-06-21,FAC0059,Long-Term Care,Emergency Department,ITEM00128,Lab Consumables,PCR Consumables,High,Box,30,85.0,89.1,0.69,Stable,0.87,No,1930,1310,22.7,147.3,10.0,7,VND002,4.3,7,7.9,0.1,No,0,No,Yes,33.8,No,172,0
SC00000093,2023-03-08,FAC0039,Ambulatory Surgery Center,Operating Room,ITEM00189,Surgical Supplies,Sponges & Gauze,Medium,Case,933,28.3,30.2,0.165,Stable,1.04,No,583,295,20.6,197.6,7.0,7,VND054,3.4,5,4.0,2.0,Yes,0,No,Yes,44.9,No,377,0
SC00000094,2022-10-04,FAC0142,Acute Care Hospital,Med-Surg,ITEM00243,Surgical Supplies,Sponges & Gauze,High,Kit,1121,10.9,15.2,0.144,Increasing,0.93,No,19,309,1.7,6.1,13.7,7,VND078,4.1,11,10.2,1.5,Yes,2,No,No,92.1,No,223,1
SC00000095,2021-02-19,FAC0197,Outpatient Clinic,Outpatient Pharmacy,ITEM00041,PPE,Masks & Respirators,Medium,Case,703,65.0,51.6,0.158,Decreasing,0.91,No,4830,386,74.3,999.9,6.8,1,VND009,3.4,6,5.7,0.1,No,0,No,No,34.6,No,17,0
SC00000096,2024-05-02,FAC0166,Long-Term Care,Pharmacy,ITEM00031,Implants & Prosthetics,Orthopedic Implants,High,Pair,1748,5.1,4.7,0.23,Stable,0.92,No,110,102,21.6,107.8,15.4,7,VND080,4.6,12,12.2,1.2,Yes,0,No,Yes,52.1,No,88,0
SC00000097,2022-01-05,FAC0051,Acute Care Hospital,Emergency Department,ITEM00165,PPE,Masks & Respirators,High,Pair,595,156.2,150.9,0.582,Increasing,1.1,Yes,4420,5176,28.3,85.4,17.8,21,VND073,4.4,14,15.5,0.3,No,1,No,Yes,67.4,No,208,1
SC00000098,2022-01-05,FAC0145,Ambulatory Surgery Center,Sterile Processing,ITEM00074,Medications,Controlled Substances,High,Each,199,17.2,16.3,0.341,Increasing,1.01,No,158,388,9.2,40.7,13.7,14,VND032,3.6,10,11.4,0.3,No,1,No,No,71.7,Yes,193,1
SC00000099,2024-03-13,FAC0187,Outpatient Clinic,Procedure Room,ITEM00119,Surgical Supplies,Drapes & Gowns,Low,Each,416,18.7,18.5,0.2,Decreasing,1.03,No,866,352,46.3,246.0,12.5,14,VND080,4.6,12,11.3,0.2,No,1,No,Yes,38.4,No,238,0
SC00000100,2022-05-16,FAC0131,Specialty Hospital,Operating Room,ITEM00248,PPE,Masks & Respirators,Medium,Kit,315,146.0,107.4,0.593,Decreasing,0.73,Yes,1358,1050,9.3,129.3,10.1,7,VND041,3.1,5,5.4,3.7,Yes,1,No,No,68.1,No,34,0
SC00000101,2022-07-27,FAC0024,Ambulatory Surgery Center,Pre/Post-Op,ITEM00255,PPE,Gloves,Low,Each,706,125.0,126.2,0.083,Increasing,1.16,No,388,2145,3.1,18.1,12.9,14,VND032,3.6,10,10.7,1.2,Yes,1,Yes,Yes,78.0,No,275,0
SC00000102,2021-05-24,FAC0146,Ambulatory Surgery Center,Pre/Post-Op,ITEM00450,PPE,Protective Gowns,Medium,Case,1169,122.8,115.1,0.336,Decreasing,1.04,No,1056,1390,8.6,76.0,8.8,7,VND035,3.4,7,6.4,1.4,Yes,0,No,Yes,20.0,No,392,0
SC00000103,2021-07-07,FAC0198,Specialty Hospital,Oncology,ITEM00253,Implants & Prosthetics,Orthopedic Implants,Medium,Vial,2199,3.5,4.0,0.198,Increasing,1.33,No,152,51,43.4,298.0,5.1,14,VND031,3.9,4,3.6,0.5,Yes,2,No,No,76.2,No,98,0
SC00000104,2023-06-08,FAC0187,Outpatient Clinic,Procedure Room,ITEM00287,Lab Consumables,Slides & Stains,Medium,Case,30,17.4,19.3,0.371,Stable,0.99,No,141,244,8.1,57.8,5.6,14,VND061,2.3,4,4.2,0.4,Yes,2,No,Yes,73.9,Yes,119,0
SC00000105,2022-07-29,FAC0181,Acute Care Hospital,Operating Room,ITEM00232,Surgical Supplies,Sutures & Staples,High,Case,667,39.5,45.3,0.222,Increasing,1.11,No,877,698,22.2,125.6,12.3,14,VND018,3.0,4,3.6,6.7,Yes,2,No,No,63.4,No,324,0
SC00000106,2023-07-25,FAC0185,Acute Care Hospital,Pharmacy,ITEM00441,Medications,IV Medications,High,Roll,276,4.8,5.5,0.3,Increasing,1.15,No,30,108,6.3,27.8,11.3,14,VND030,3.1,7,7.8,1.5,No,0,No,Yes,60.0,No,31,0
SC00000107,2022-04-27,FAC0111,Acute Care Hospital,Labor & Delivery,ITEM00329,Implants & Prosthetics,Neurological Implants,High,Case,857,0.9,1.0,0.106,Increasing,1.0,No,8,40,8.5,20.0,30.4,7,VND013,3.8,25,26.3,2.1,Yes,1,No,Yes,70.3,No,17,1
SC00000108,2023-05-16,FAC0187,Outpatient Clinic,Procedure Room,ITEM00399,Lab Consumables,PCR Consumables,Medium,Box,82,58.8,64.3,0.367,Stable,0.95,No,153,776,2.6,19.7,9.3,7,VND059,3.2,7,7.4,0.9,Yes,1,No,Yes,82.3,No,78,0
SC00000109,2021-01-27,FAC0146,Ambulatory Surgery Center,Pre/Post-Op,ITEM00008,Surgical Supplies,Sutures & Staples,High,Box,409,25.3,29.2,0.14,Stable,0.97,No,420,756,16.6,55.6,28.2,1,VND020,2.6,18,18.2,8.0,Yes,1,No,Yes,83.0,No,49,0
SC00000110,2021-10-06,FAC0162,Acute Care Hospital,ICU,ITEM00049,Surgical Supplies,Sponges & Gauze,High,Box,648,30.4,30.5,0.139,Increasing,1.26,No,3441,662,113.2,519.8,21.1,7,VND068,3.9,12,15.6,3.5,No,2,No,No,63.9,No,38,0
SC00000111,2021-03-29,FAC0119,Specialty Hospital,Operating Room,ITEM00380,PPE,Eye Protection,Medium,Case,848,74.8,67.2,0.15,Stable,1.02,No,2214,889,29.6,249.0,9.8,7,VND083,3.4,8,8.6,0.2,Yes,0,No,No,69.0,No,65,0
SC00000112,2022-10-21,FAC0057,Ambulatory Surgery Center,Operating Room,ITEM00308,IV & Fluids,Blood Products,High,Box,354,32.9,28.5,0.064,Increasing,1.04,No,2138,559,65.0,382.5,9.9,14,VND027,4.5,7,6.9,1.0,Yes,1,No,Yes,22.2,No,28,0
SC00000113,2021-10-26,FAC0168,Ambulatory Surgery Center,Pre/Post-Op,ITEM00002,Surgical Supplies,Sutures & Staples,Low,Each,496,149.2,156.3,0.07,Decreasing,0.95,No,1432,3673,9.6,39.0,17.4,21,VND079,3.3,13,14.0,2.4,No,0,No,Yes,60.6,No,22,1
SC00000114,2023-05-02,FAC0046,Acute Care Hospital,Operating Room,ITEM00271,PPE,Eye Protection,Low,Each,219,330.4,289.6,0.498,Decreasing,0.93,No,3800,3475,11.5,109.4,6.6,14,VND060,4.0,5,5.5,0.1,No,2,No,Yes,59.8,No,326,0
SC00000115,2022-02-02,FAC0198,Specialty Hospital,Laboratory,ITEM00374,IV & Fluids,Crystalloid Solutions,High,Vial,199,13.8,13.9,0.193,Increasing,0.97,No,102,370,7.4,27.6,19.4,14,VND023,2.5,12,11.6,5.8,No,0,No,No,47.3,No,30,1
SC00000116,2023-04-10,FAC0059,Long-Term Care,ICU,ITEM00389,Wound Care,Foam & Hydrocolloid,Medium,Each,1073,16.7,16.1,0.442,Increasing,1.12,No,84,528,5.0,15.9,27.6,7,VND013,3.8,25,26.2,0.4,Yes,2,No,No,53.1,No,61,0
SC00000117,2021-07-27,FAC0046,Acute Care Hospital,Oncology,ITEM00307,Lab Consumables,Reagents & Test Kits,High,Vial,272,93.2,110.4,0.217,Decreasing,0.73,Yes,559,1700,6.0,32.9,7.6,14,VND034,3.5,4,4.6,1.0,Yes,1,No,No,56.8,No,36,1
SC00000118,2023-08-02,FAC0159,Outpatient Clinic,Outpatient Pharmacy,ITEM00123,IV & Fluids,Blood Products,Critical,Pair,644,30.5,35.0,0.413,Stable,0.89,No,381,1323,12.5,28.8,15.7,14,VND073,4.4,14,12.3,0.4,No,1,No,Yes,53.6,No,146,0
SC00000119,2023-02-09,FAC0159,Outpatient Clinic,Procedure Room,ITEM00399,Lab Consumables,PCR Consumables,Medium,Box,82,58.2,59.2,0.322,Stable,0.88,Yes,576,715,9.9,80.6,11.5,7,VND035,3.4,7,8.3,2.2,No,1,No,Yes,53.1,No,312,1
SC00000120,2024-06-28,FAC0012,Ambulatory Surgery Center,Operating Room,ITEM00331,Lab Consumables,Slides & Stains,Medium,Each,151,33.7,23.5,0.186,Stable,1.02,No,792,149,23.5,531.5,11.6,1,VND054,3.4,5,5.2,5.4,No,2,No,Yes,41.5,No,212,0
SC00000121,2022-09-06,FAC0183,Ambulatory Surgery Center,Operating Room,ITEM00125,Lab Consumables,Reagents & Test Kits,High,Each,30,31.5,23.9,0.169,Increasing,1.08,No,403,502,12.8,80.3,13.7,14,VND050,3.0,8,10.1,1.6,No,0,No,No,51.5,No,13,0
SC00000122,2023-05-19,FAC0183,Ambulatory Surgery Center,Operating Room,ITEM00255,PPE,Gloves,Low,Each,706,91.8,107.0,0.112,Increasing,1.16,No,2139,1552,23.3,137.8,9.6,21,VND061,2.3,4,6.3,2.3,No,2,Yes,Yes,58.8,No,188,0
SC00000123,2022-10-27,FAC0145,Ambulatory Surgery Center,Operating Room,ITEM00446,IV & Fluids,Blood Products,Critical,Case,64,31.2,27.4,0.326,Stable,0.95,No,321,888,10.3,36.1,8.2,28,VND018,3.0,4,4.1,1.1,No,2,No,Yes,73.2,No,41,1
SC00000124,2022-03-03,FAC0138,Specialty Hospital,Emergency Department,ITEM00080,IV & Fluids,Irrigation Solutions,Medium,Case,274,14.8,12.5,0.293,Stable,0.95,No,44,460,3.0,9.6,26.9,28,VND020,2.6,18,22.4,3.5,No,0,No,Yes,78.4,No,4,1
SC00000125,2022-07-14,FAC0200,Acute Care Hospital,Emergency Department,ITEM00161,Medications,IV Medications,Critical,Case,364,13.0,12.5,0.428,Stable,1.04,Yes,113,124,8.7,91.1,5.4,7,VND057,3.1,2,2.2,0.2,Yes,4,Yes,No,94.1,No,214,0
SC00000126,2023-07-03,FAC0200,Acute Care Hospital,Oncology,ITEM00106,Medications,IV Medications,Medium,Case,80,24.1,19.0,0.295,Decreasing,0.82,No,1253,612,52.0,204.7,16.3,28,VND073,4.4,14,15.1,0.2,No,2,No,No,88.8,No,159,0
SC00000127,2023-12-12,FAC0089,Specialty Hospital,Med-Surg,ITEM00325,Surgical Supplies,Sutures & Staples,Medium,Case,1016,50.0,41.4,0.122,Stable,1.06,No,4000,357,80.0,999.9,8.7,1,VND035,3.4,7,7.2,0.5,Yes,0,No,Yes,40.6,No,5,0
SC00000128,2023-06-05,FAC0020,Ambulatory Surgery Center,Pre/Post-Op,ITEM00081,Medications,Oral Medications,Critical,Case,388,16.0,18.4,0.339,Stable,0.99,No,338,282,21.1,119.9,8.0,7,VND040,3.5,5,4.7,0.3,No,3,Yes,No,65.9,No,133,0
SC00000129,2024-03-12,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00128,Lab Consumables,PCR Consumables,High,Box,30,69.6,90.9,0.241,Stable,0.9,No,3042,1591,43.7,191.2,15.6,1,VND023,2.5,12,13.2,0.4,No,0,No,Yes,66.1,No,17,0
SC00000130,2024-10-29,FAC0059,Long-Term Care,ICU,ITEM00108,Wound Care,Negative Pressure Therapy,Low,Each,867,6.3,7.2,0.194,Stable,0.75,No,303,76,48.1,398.7,9.4,7,VND002,4.3,7,7.3,1.1,No,5,Yes,No,52.7,No,66,0
SC00000131,2021-06-18,FAC0195,Ambulatory Surgery Center,Operating Room,ITEM00232,Surgical Supplies,Sutures & Staples,High,Case,667,41.4,51.4,0.168,Stable,0.98,Yes,3420,935,82.6,365.8,9.3,14,VND022,4.9,6,6.5,0.8,Yes,0,No,No,67.0,No,56,0
SC00000132,2021-01-13,FAC0056,Specialty Hospital,Emergency Department,ITEM00180,Medications,Oral Medications,Medium,Case,443,32.3,26.1,0.44,Stable,0.9,No,1024,300,31.7,341.3,6.0,14,VND081,3.2,3,3.1,1.9,Yes,1,No,Yes,65.6,Yes,12,0
SC00000133,2023-02-21,FAC0047,Specialty Hospital,Pharmacy,ITEM00272,Medications,Biologics & Specialty,High,Bag,176,11.4,9.1,0.363,Decreasing,0.91,No,735,191,64.5,384.8,12.7,14,VND056,3.1,8,10.0,0.7,No,1,No,No,67.5,No,17,0
SC00000134,2022-01-06,FAC0145,Ambulatory Surgery Center,Operating Room,ITEM00074,Medications,Controlled Substances,High,Each,199,5.4,4.0,0.53,Stable,1.17,No,230,112,42.6,205.4,17.6,14,VND045,4.3,13,13.7,1.9,No,2,No,No,58.2,No,20,1
SC00000135,2023-08-02,FAC0067,Acute Care Hospital,Emergency Department,ITEM00427,Medications,IV Medications,Critical,Vial,230,8.6,9.0,0.27,Stable,1.04,No,205,122,23.8,168.0,8.1,7,VND034,3.5,4,4.0,1.1,No,3,No,Yes,43.7,No,61,0
SC00000136,2024-07-03,FAC0143,Acute Care Hospital,Laboratory,ITEM00199,Medications,IV Medications,High,Each,378,30.5,24.5,0.353,Stable,0.79,No,1025,652,33.6,157.2,16.6,14,VND023,2.5,12,13.0,1.6,No,2,No,No,84.6,No,10,0
SC00000137,2023-07-26,FAC0019,Acute Care Hospital,Pharmacy,ITEM00268,Wound Care,Negative Pressure Therapy,Medium,Case,731,11.4,14.1,0.127,Increasing,1.18,No,97,397,8.5,24.4,15.8,21,VND073,4.4,14,12.8,2.0,No,3,No,Yes,61.2,No,96,0
SC00000138,2023-04-17,FAC0097,Long-Term Care,Operating Room,ITEM00171,Surgical Supplies,Needles & Syringes,Low,Case,461,65.8,58.2,0.28,Increasing,1.14,Yes,566,611,8.6,92.6,8.5,7,VND035,3.4,7,7.2,0.3,No,1,No,Yes,50.0,No,118,0
SC00000139,2024-03-04,FAC0014,Specialty Hospital,Operating Room,ITEM00104,Surgical Supplies,Sponges & Gauze,High,Case,1460,35.8,32.3,0.122,Increasing,1.25,No,265,656,7.4,40.4,17.9,3,VND079,3.3,13,13.3,2.6,Yes,1,No,Yes,76.2,No,147,1
SC00000140,2022-11-10,FAC0130,Acute Care Hospital,Pharmacy,ITEM00255,PPE,Gloves,Low,Each,706,14.3,16.5,0.163,Stable,1.16,No,765,429,53.5,178.3,12.6,28,VND080,4.6,12,10.7,0.9,Yes,0,Yes,Yes,62.7,No,96,0
SC00000141,2021-11-09,FAC0113,Acute Care Hospital,Operating Room,ITEM00358,Surgical Supplies,Drapes & Gowns,High,Each,1193,10.4,9.3,0.204,Stable,1.04,Yes,924,319,88.8,289.7,21.9,7,VND019,4.4,21,19.2,0.7,No,1,No,No,51.8,No,10,0
SC00000142,2022-04-19,FAC0142,Acute Care Hospital,Laboratory,ITEM00245,Lab Consumables,Collection Tubes,Medium,Case,207,32.1,26.6,0.101,Stable,0.98,No,205,291,6.4,70.4,8.9,3,VND056,3.1,8,7.6,0.3,Yes,2,No,Yes,71.4,No,102,0
SC00000143,2023-01-31,FAC0142,Acute Care Hospital,Pharmacy,ITEM00290,Surgical Supplies,Drapes & Gowns,High,Box,994,34.9,37.0,0.298,Decreasing,0.93,No,335,1036,9.6,32.3,15.2,14,VND079,3.3,13,12.3,0.9,Yes,0,No,No,81.4,No,459,1
SC00000144,2022-06-23,FAC0174,Acute Care Hospital,Med-Surg,ITEM00383,Surgical Supplies,Needles & Syringes,Medium,Each,1055,69.5,62.3,0.325,Stable,1.07,No,2328,788,33.5,295.4,7.9,14,VND018,3.0,4,4.3,2.6,No,4,No,Yes,77.9,No,17,0
SC00000145,2024-07-18,FAC0111,Acute Care Hospital,Operating Room,ITEM00308,IV & Fluids,Blood Products,High,Box,354,54.1,44.7,0.148,Decreasing,0.88,No,3262,1064,60.3,306.6,14.5,14,VND070,4.3,10,12.0,0.5,No,0,No,Yes,79.5,No,172,0
SC00000146,2024-07-24,FAC0057,Ambulatory Surgery Center,Operating Room,ITEM00389,Wound Care,Foam & Hydrocolloid,Medium,Each,1073,16.8,17.4,0.45,Stable,0.95,No,286,760,17.0,37.6,30.5,28,VND021,3.4,24,23.5,6.0,Yes,3,No,No,56.7,No,113,1
SC00000147,2024-06-27,FAC0143,Acute Care Hospital,Med-Surg,ITEM00446,IV & Fluids,Blood Products,Critical,Case,64,66.3,76.9,0.383,Decreasing,0.85,No,93,1038,1.4,9.0,7.5,7,VND034,3.5,4,4.1,0.4,Yes,2,No,Yes,88.4,No,182,0
SC00000148,2024-05-09,FAC0057,Ambulatory Surgery Center,Operating Room,ITEM00278,Lab Consumables,PCR Consumables,High,Case,151,130.5,196.5,0.167,Decreasing,0.92,Yes,940,3439,7.2,27.3,4.9,21,VND057,3.1,2,2.1,0.8,Yes,0,No,Yes,26.4,No,419,0
SC00000149,2024-09-13,FAC0156,Acute Care Hospital,Sterile Processing,ITEM00187,IV & Fluids,Crystalloid Solutions,Critical,Box,173,12.9,19.5,0.203,Stable,0.94,No,111,228,8.6,48.7,6.3,7,VND081,3.2,3,3.2,0.1,No,0,No,No,73.8,No,10,1
SC00000150,2023-11-02,FAC0002,Outpatient Clinic,Outpatient Pharmacy,ITEM00224,Wound Care,Foam & Hydrocolloid,Medium,Kit,1108,8.1,5.2,0.366,Stable,0.97,No,243,87,30.0,279.3,15.1,3,VND053,3.1,13,13.1,1.0,No,2,No,No,20.0,No,127,0
SC00000151,2021-07-08,FAC0097,Long-Term Care,Sterile Processing,ITEM00170,PPE,Eye Protection,Low,Box,760,62.6,63.5,0.163,Stable,1.05,No,1283,984,20.5,130.4,17.5,3,VND073,4.4,14,14.4,2.1,No,1,No,No,71.7,No,430,0
SC00000152,2024-08-08,FAC0145,Ambulatory Surgery Center,Operating Room,ITEM00249,Surgical Supplies,Needles & Syringes,High,Bag,398,59.1,46.2,0.124,Stable,0.97,Yes,3067,938,51.9,327.0,7.4,21,VND034,3.5,4,4.3,1.1,No,0,No,No,65.4,No,6,0
SC00000153,2024-06-19,FAC0075,Acute Care Hospital,Med-Surg,ITEM00215,IV & Fluids,Irrigation Solutions,Critical,Vial,564,10.1,9.3,0.074,Stable,1.06,No,129,243,12.8,53.1,8.2,21,VND034,3.5,4,4.8,0.4,Yes,0,No,No,78.4,No,100,0
SC00000154,2021-05-05,FAC0083,Acute Care Hospital,Sterile Processing,ITEM00309,PPE,Masks & Respirators,High,Each,653,121.4,127.2,0.204,Increasing,1.06,No,728,4452,6.0,16.4,14.0,28,VND055,4.1,11,11.3,0.7,Yes,1,No,Yes,68.9,No,114,0
SC00000155,2021-04-08,FAC0046,Acute Care Hospital,Labor & Delivery,ITEM00329,Implants & Prosthetics,Neurological Implants,High,Case,857,1.9,2.5,0.187,Stable,1.11,Yes,17,121,8.8,14.0,31.8,21,VND021,3.4,24,28.3,1.5,No,4,No,Yes,64.5,No,63,1
SC00000156,2023-07-17,FAC0059,Long-Term Care,Oncology,ITEM00080,IV & Fluids,Irrigation Solutions,Medium,Case,274,19.9,20.0,0.02,Stable,1.0,No,101,322,5.1,31.4,10.0,14,VND002,4.3,7,6.7,2.3,No,3,No,Yes,65.0,No,4,0
SC00000157,2024-06-13,FAC0145,Ambulatory Surgery Center,Operating Room,ITEM00160,Medications,Oral Medications,Medium,Each,616,12.9,11.8,0.377,Stable,0.99,No,101,339,7.8,29.8,20.2,14,VND020,2.6,18,17.1,2.1,Yes,2,No,Yes,55.9,No,106,1
SC00000158,2023-02-14,FAC0067,Acute Care Hospital,Laboratory,ITEM00298,Lab Consumables,Collection Tubes,Medium,Each,284,116.3,135.6,0.185,Stable,1.01,No,2617,1170,22.5,223.7,6.8,7,VND072,4.5,4,4.3,1.5,No,0,No,No,40.0,No,18,0
SC00000159,2024-01-03,FAC0089,Specialty Hospital,Pharmacy,ITEM00171,Surgical Supplies,Needles & Syringes,Low,Case,461,47.2,45.0,0.192,Increasing,1.05,No,1171,472,24.8,248.1,9.4,7,VND030,3.1,7,7.3,1.1,No,0,No,Yes,69.0,Yes,20,0
SC00000160,2021-02-05,FAC0091,Outpatient Clinic,Nursing Station,ITEM00308,IV & Fluids,Blood Products,High,Box,354,17.0,17.5,0.413,Increasing,0.96,No,97,355,5.7,27.3,13.8,21,VND061,2.3,4,5.0,6.8,No,0,No,Yes,34.6,No,115,1
SC00000161,2021-07-27,FAC0198,Specialty Hospital,Operating Room,ITEM00232,Surgical Supplies,Sutures & Staples,High,Case,667,89.2,77.1,0.153,Decreasing,0.98,No,4175,2806,46.8,148.8,18.5,28,VND080,4.6,12,16.0,0.5,No,1,No,No,73.2,No,24,0
SC00000162,2024-05-14,FAC0113,Acute Care Hospital,Pharmacy,ITEM00127,Surgical Supplies,Drapes & Gowns,High,Box,747,66.3,97.4,0.219,Stable,1.03,No,1379,750,20.8,183.9,5.4,7,VND057,3.1,2,2.4,1.0,Yes,0,No,No,54.3,No,23,0
SC00000163,2023-05-09,FAC0014,Specialty Hospital,Operating Room,ITEM00028,Medications,Controlled Substances,High,Each,434,18.4,18.9,0.087,Stable,0.98,No,1249,119,67.9,999.9,4.9,3,VND081,3.2,3,2.6,0.3,Yes,2,No,Yes,63.5,No,11,0
SC00000164,2022-12-02,FAC0130,Acute Care Hospital,Laboratory,ITEM00312,Lab Consumables,Reagents & Test Kits,Low,Case,170,63.6,37.4,0.47,Stable,0.91,No,248,636,3.9,39.0,14.6,14,VND032,3.6,10,10.5,3.1,No,0,No,Yes,84.0,No,191,0
SC00000165,2022-09-02,FAC0122,Specialty Hospital,ICU,ITEM00100,IV & Fluids,TPN Components,High,Box,218,29.5,29.8,0.42,Stable,0.95,No,59,1043,2.0,5.7,18.7,14,VND020,2.6,18,16.7,0.0,Yes,1,No,Yes,74.3,No,18,0
SC00000166,2024-11-15,FAC0021,Acute Care Hospital,Pharmacy,ITEM00192,Wound Care,Primary Dressings,Medium,Case,891,20.6,22.8,0.02,Stable,0.98,No,420,302,20.4,139.1,12.4,1,VND078,4.1,11,10.1,1.3,No,0,No,Yes,54.5,No,294,0
SC00000167,2024-09-25,FAC0130,Acute Care Hospital,Med-Surg,ITEM00240,Wound Care,Negative Pressure Therapy,Low,Roll,109,13.1,16.8,0.145,Decreasing,0.82,No,558,302,42.6,184.8,12.8,14,VND078,4.1,11,11.2,0.6,No,1,No,Yes,71.4,No,14,0
SC00000168,2023-09-12,FAC0064,Ambulatory Surgery Center,Sterile Processing,ITEM00307,Lab Consumables,Reagents & Test Kits,High,Vial,272,15.7,17.9,0.08,Increasing,1.06,No,46,388,2.9,11.9,13.4,7,VND080,4.6,12,11.3,0.1,No,2,No,No,71.0,No,230,1
SC00000169,2023-01-31,FAC0004,Acute Care Hospital,ICU,ITEM00447,Wound Care,Negative Pressure Therapy,Low,Case,443,5.8,5.0,0.192,Stable,1.25,No,215,38,37.0,565.8,6.2,7,VND034,3.5,4,4.1,1.1,No,1,No,Yes,51.7,No,115,0
SC00000170,2022-11-30,FAC0145,Ambulatory Surgery Center,Operating Room,ITEM00261,IV & Fluids,TPN Components,Medium,Roll,254,11.1,11.3,0.476,Stable,1.13,No,111,227,10.0,48.9,9.9,21,VND030,3.1,7,7.6,1.3,No,1,No,No,57.7,No,51,1
SC00000171,2024-05-02,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00172,PPE,Protective Gowns,Medium,Box,1147,242.3,277.1,0.245,Increasing,0.96,No,4773,5577,19.7,85.6,10.8,21,VND035,3.4,7,7.2,2.6,No,2,No,Yes,75.7,No,61,1
SC00000172,2023-02-20,FAC0142,Acute Care Hospital,Operating Room,ITEM00207,Medications,IV Medications,High,Box,372,5.0,5.4,0.02,Increasing,0.92,No,354,79,70.8,448.1,12.5,7,VND030,3.1,7,6.9,3.6,No,4,Yes,No,71.8,No,28,0
SC00000173,2021-01-07,FAC0032,Long-Term Care,Laboratory,ITEM00307,Lab Consumables,Reagents & Test Kits,High,Vial,272,34.9,27.3,0.096,Decreasing,0.75,No,206,478,5.9,43.1,19.3,7,VND084,4.0,9,10.1,7.2,Yes,2,No,No,80.4,No,79,0
SC00000174,2024-06-26,FAC0130,Acute Care Hospital,Pharmacy,ITEM00049,Surgical Supplies,Sponges & Gauze,High,Box,648,6.9,4.8,0.397,Decreasing,0.79,No,47,50,6.8,94.0,6.1,7,VND034,3.5,4,4.1,0.0,Yes,0,No,No,68.6,No,456,0
SC00000175,2024-11-11,FAC0185,Acute Care Hospital,Operating Room,ITEM00255,PPE,Gloves,Low,Each,706,166.9,234.8,0.437,Stable,0.9,No,6259,3170,37.5,197.4,11.3,7,VND032,3.6,10,10.1,0.2,Yes,1,Yes,Yes,55.7,No,28,0
SC00000176,2024-10-30,FAC0039,Ambulatory Surgery Center,Operating Room,ITEM00018,Lab Consumables,Collection Tubes,High,Vial,235,186.2,179.0,0.413,Stable,1.12,No,3091,2381,16.6,129.8,8.8,7,VND022,4.9,6,5.5,1.3,Yes,0,No,Yes,83.2,No,65,0
SC00000177,2021-08-03,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00444,PPE,Protective Gowns,Medium,Bag,1898,88.4,80.8,0.288,Stable,0.95,No,716,790,8.1,90.6,8.3,7,VND041,3.1,5,5.0,2.3,Yes,2,Yes,No,69.0,No,31,0
SC00000178,2022-02-28,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00206,Surgical Supplies,Sutures & Staples,Low,Box,787,94.3,61.0,0.323,Stable,0.9,No,2697,518,28.6,520.7,10.5,3,VND030,3.1,7,7.2,2.3,Yes,0,No,Yes,46.8,No,115,0
SC00000179,2023-09-15,FAC0123,Acute Care Hospital,Laboratory,ITEM00261,IV & Fluids,TPN Components,Medium,Roll,254,9.2,7.7,0.1,Stable,1.16,Yes,116,275,12.6,42.2,28.4,14,VND021,3.4,24,27.2,0.2,Yes,1,No,No,44.7,No,263,0
SC00000180,2021-12-01,FAC0035,Acute Care Hospital,Med-Surg,ITEM00347,IV & Fluids,Crystalloid Solutions,Critical,Case,565,25.0,18.1,0.227,Stable,1.17,No,48,700,1.9,6.9,25.0,7,VND020,2.6,18,21.7,0.3,Yes,0,No,No,79.8,No,136,1
SC00000181,2021-03-15,FAC0111,Acute Care Hospital,Pharmacy,ITEM00140,PPE,Protective Gowns,High,Each,1819,80.1,75.8,0.175,Increasing,1.26,No,5062,3024,63.2,167.4,30.8,7,VND013,3.8,25,28.4,0.4,Yes,1,No,Yes,50.4,No,11,0
SC00000182,2021-09-22,FAC0007,Acute Care Hospital,Emergency Department,ITEM00433,PPE,Masks & Respirators,Medium,Each,1453,151.4,207.9,0.225,Stable,1.23,No,10901,6575,72.0,165.8,30.0,1,VND015,3.4,27,28.1,0.9,No,0,No,Yes,79.5,No,104,0
SC00000183,2023-02-13,FAC0145,Ambulatory Surgery Center,Operating Room,ITEM00374,IV & Fluids,Crystalloid Solutions,High,Vial,199,8.6,9.7,0.028,Stable,1.06,No,56,435,6.5,12.9,30.6,28,VND020,2.6,18,24.3,4.3,Yes,0,No,No,53.8,No,143,1
